label,x,y,z,room
chair,3.97609373675,2.15875628471,0.767215705874,Kitchen
bird,0.545423215396,-0.162053510814,0.943601387443,Bathroom
bench,3.34514108675,1.43154079118,0.681816106898,Kitchen
diningtable,3.56559396549,1.777597869,0.421474464698,Kitchen
chair,5.12611949747,0.456996712835,0.336285715304,Living_room
chair,3.30990173335,1.65983162965,0.41133570283,Kitchen
traffic light,-0.0602090922007,0.0219985100403,0.967018250644,Home
